"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Teixeira C.F.; da Cruz I.B.M.; Ribeiro E.E.; Pillar D.M.; Turra B.O.; Praia R.S.; Barbisan F.; Alves A.O.; Sato D.K.; Assmann C.E.; Palma T.V.; Barcelos R.P.; Barbosa I.M.; Azzolin V.F.","Teixeira, Cibele F. (56542707700); da Cruz, Ivana B.M. (57204344746); Ribeiro, Euler E. (50761318100); Pillar, Danieli M. (57209283188); Turra, Bárbara O. (57205078337); Praia, Raquel S. (57200424914); Barbisan, Fernanda (55357593100); Alves, Audrei O. (57199647272); Sato, Douglas K. (37031923100); Assmann, Charles E. (56385551000); Palma, Taís V. (57191615206); Barcelos, Rômulo P. (25645780800); Barbosa, Igor M. (56463738800); Azzolin, Verônica F. (56394527000)","56542707700; 57204344746; 50761318100; 57209283188; 57205078337; 57200424914; 55357593100; 57199647272; 37031923100; 56385551000; 57191615206; 25645780800; 56463738800; 56394527000","Safety indicators of a novel multi supplement based on guarana, selenium, and L-carnitine: Evidence from human and red earthworm immune cells","2021","Food and Chemical Toxicology","150","","112066","","","","9","10.1016/j.fct.2021.112066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101091001&doi=10.1016%2fj.fct.2021.112066&partnerID=40&md5=6f5e00de5878ef4838476f298ba16264","Postgraduate Program in Pharmacology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Postgraduate Program in Gerontology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Third Age Open University/Amazonas State University, Manaus, 69065-001, Brazil; Pontifical Catholic University of Rio Grande Do Sul - PUCRS, Porto Alegre, 90619-900, Brazil; Postgraduate Program in Biological Sciences: Biochemistry Toxicology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; University of Passo Fundo, Passo Fundo, 99052-900, Brazil","Teixeira C.F., Postgraduate Program in Pharmacology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; da Cruz I.B.M., Postgraduate Program in Pharmacology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Postgraduate Program in Gerontology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Ribeiro E.E., Third Age Open University/Amazonas State University, Manaus, 69065-001, Brazil; Pillar D.M., Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Turra B.O., Postgraduate Program in Pharmacology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Praia R.S., Third Age Open University/Amazonas State University, Manaus, 69065-001, Brazil; Barbisan F., Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Postgraduate Program in Gerontology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Alves A.O., Postgraduate Program in Pharmacology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Sato D.K., Pontifical Catholic University of Rio Grande Do Sul - PUCRS, Porto Alegre, 90619-900, Brazil; Assmann C.E., Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Postgraduate Program in Biological Sciences: Biochemistry Toxicology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Palma T.V., Postgraduate Program in Biological Sciences: Biochemistry Toxicology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Barcelos R.P., University of Passo Fundo, Passo Fundo, 99052-900, Brazil; Barbosa I.M., Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil; Azzolin V.F., Laboratory of Biogenomics, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil, Postgraduate Program in Gerontology, Federal University of Santa Maria, Santa Maria, 97105-900, Brazil","V.F. Azzolin; Santa Maria, Avenida Roraima, 1000; email: azzolinveronica@hotmail.com","","Elsevier Ltd","02786915","","FCTOD","33596454","English","Food Chem. Toxicol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85101091001"
"Nishimura .; Inaba Y.; Nakazawa Y.; Omata T.; Akasaka M.; Shirai I.; Ichikawa M.","Nishimura, Takafumi (55066371800); Inaba, Yuji (36811104700); Nakazawa, Yozo (7102576435); Omata, Taku (25653304500); Akasaka, Manami (8956916600); Shirai, Ikuko (56467965000); Ichikawa, Motoki (7402184051)","55066371800; 36811104700; 7102576435; 25653304500; 8956916600; 56467965000; 7402184051","Reduction in peripheral regulatory T cell population in childhood ocular type myasthenia gravis","2015","Brain and Development","37","8","","808","816","8","12","10.1016/j.braindev.2014.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939255511&doi=10.1016%2fj.braindev.2014.12.007&partnerID=40&md5=4129e7fd78968c8a2bc4d197efc31a62","Department of Pediatrics, Shinshu University School of Medicine, Matsumoto, Japan; Division of Child Neurology, Chiba Children's Hospital, Chiba, Japan; Department of Pediatrics, School of Medicine, Iwate Medical University, Morioka, Japan; Department of Neuropediatrics, Tokyo Metropolitan Neurological Hospital, Tokyo, Japan; Child and Women's Health Sciences, Graduate School of Medicine, Shinshu University, Matsumoto, Japan","Nishimura ., Department of Pediatrics, Shinshu University School of Medicine, Matsumoto, Japan; Inaba Y., Department of Pediatrics, Shinshu University School of Medicine, Matsumoto, Japan; Nakazawa Y., Department of Pediatrics, Shinshu University School of Medicine, Matsumoto, Japan; Omata T., Division of Child Neurology, Chiba Children's Hospital, Chiba, Japan; Akasaka M., Department of Pediatrics, School of Medicine, Iwate Medical University, Morioka, Japan; Shirai I., Department of Neuropediatrics, Tokyo Metropolitan Neurological Hospital, Tokyo, Japan; Ichikawa M., Child and Women's Health Sciences, Graduate School of Medicine, Shinshu University, Matsumoto, Japan","","","Elsevier","03877604","","BDEVD","25563663","English","Brain Dev.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84939255511"
"Županić S.; Lazibat I.; Majdak M.R.; Jeličić M.","Županić, Sven (57204671571); Lazibat, Ines (36617637400); Majdak, Maja Rubinić (57132863300); Jeličić, Mia (57225144952)","57204671571; 36617637400; 57132863300; 57225144952","TREATMENT OF MYASTHENIA GRAVIS PATIENTS WITH COVID-19: REVIEW OF THE LITERATURE; [LIJEČENJE BOLESNIKA OBOLJELIH OD MIJASTENIJE GRAVIS S COVID-19: PREGLED LITERATURE]","2021","Acta Clinica Croatica","60","3","","496","509","13","8","10.20471/acc.2021.60.03.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125175783&doi=10.20471%2facc.2021.60.03.21&partnerID=40&md5=65d43426a059d296a49f4ef5ce9b0346","Faculty of Dental Medicine and Health, Josip Juraj Strossmayer University of Osijek, Osijek, Croatia; Dubrava University Hospital, Av. Gojka Šuška 6, Zagreb, HR-10000, Croatia; Dr Fran Mihaljević University Hospital for Infectious Diseases, Zagreb, Croatia","Županić S., Faculty of Dental Medicine and Health, Josip Juraj Strossmayer University of Osijek, Osijek, Croatia, Dubrava University Hospital, Av. Gojka Šuška 6, Zagreb, HR-10000, Croatia; Lazibat I., Faculty of Dental Medicine and Health, Josip Juraj Strossmayer University of Osijek, Osijek, Croatia, Dubrava University Hospital, Av. Gojka Šuška 6, Zagreb, HR-10000, Croatia; Majdak M.R., Dubrava University Hospital, Av. Gojka Šuška 6, Zagreb, HR-10000, Croatia; Jeličić M., Dr Fran Mihaljević University Hospital for Infectious Diseases, Zagreb, Croatia","S. Županić; Faculty of Dental Medicine and Health, Josip Juraj Strossmayer University of Osijek, Osijek, Croatia; email: szupanic1@kbd.hr","","Dr. Mladen Stojanovic University Hospital","03539466","","ACLCE","35282492","English","Acta Clin. Croat.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85125175783"
"Melzer N.; Ruck T.; Fuhr P.; Gold R.; Hohlfeld R.; Marx A.; Melms A.; Tackenberg B.; Schalke B.; Schneider-Gold C.; Zimprich F.; Meuth S.G.; Wiendl H.","Melzer, Nico (23098546600); Ruck, Tobias (36515470000); Fuhr, Peter (7006206326); Gold, Ralf (55801391500); Hohlfeld, Reinhard (7103040061); Marx, Alexander (55798019600); Melms, Arthur (7004437673); Tackenberg, Björn (16204348000); Schalke, Berthold (7003320325); Schneider-Gold, Christiane (6602339555); Zimprich, Fritz (57202567934); Meuth, Sven G. (6507628722); Wiendl, Heinz (55018880100)","23098546600; 36515470000; 7006206326; 55801391500; 7103040061; 55798019600; 7004437673; 16204348000; 7003320325; 6602339555; 57202567934; 6507628722; 55018880100","Clinical features, pathogenesis, and treatment of myasthenia gravis: a supplement to the Guidelines of the German Neurological Society","2016","Journal of Neurology","263","8","","1473","1494","21","177","10.1007/s00415-016-8045-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958768785&doi=10.1007%2fs00415-016-8045-z&partnerID=40&md5=e78b03aa0ec73dc9042b4f9ca256dc91","Department of Neurology, University of Münster, Albert-Schweitzer-Campus 1, Münster, 48149, Germany; Department of Neurology, University of Basel, Basel, Switzerland; Department of Neurology, University of Bochum, Bochum, Germany; Institute of Clinical Neuroimmunology, Ludwig-Maximilians-University Munich, Munich, Germany; Institute of Pathology, University Medical Centre Mannheim, University of Heidelberg, Mannheim, Germany; Department of Neurology, University of Erlangen, Erlangen, Germany; Department of Neurology, University of Marburg, Marburg, Germany; Department of Neurology, University of Regensburg, Regensburg, Germany; Department of Neurology, Medical University of Vienna, Vienna, Austria","Melzer N., Department of Neurology, University of Münster, Albert-Schweitzer-Campus 1, Münster, 48149, Germany; Ruck T., Department of Neurology, University of Münster, Albert-Schweitzer-Campus 1, Münster, 48149, Germany; Fuhr P., Department of Neurology, University of Basel, Basel, Switzerland; Gold R., Department of Neurology, University of Bochum, Bochum, Germany; Hohlfeld R., Institute of Clinical Neuroimmunology, Ludwig-Maximilians-University Munich, Munich, Germany; Marx A., Institute of Pathology, University Medical Centre Mannheim, University of Heidelberg, Mannheim, Germany; Melms A., Department of Neurology, University of Erlangen, Erlangen, Germany; Tackenberg B., Department of Neurology, University of Marburg, Marburg, Germany; Schalke B., Department of Neurology, University of Regensburg, Regensburg, Germany; Schneider-Gold C., Department of Neurology, University of Bochum, Bochum, Germany; Zimprich F., Department of Neurology, Medical University of Vienna, Vienna, Austria; Meuth S.G., Department of Neurology, University of Münster, Albert-Schweitzer-Campus 1, Münster, 48149, Germany; Wiendl H., Department of Neurology, University of Münster, Albert-Schweitzer-Campus 1, Münster, 48149, Germany","N. Melzer; Department of Neurology, University of Münster, Münster, Albert-Schweitzer-Campus 1, 48149, Germany; email: nico.melzer@ukmuenster.de","","Dr. Dietrich Steinkopff Verlag GmbH and Co. KG","03405354","","JNRYA","26886206","English","J. Neurol.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84958768785"
"Tang J.; Qin C.","Tang, Jingqun (57203847488); Qin, Chao (57206781353)","57203847488; 57206781353","Rare concurrent ocular myasthenia gravis and Graves’ ophthalmopathy in a man with Poland syndrome: a case report","2020","BMC Neurology","20","1","444","","","","1","10.1186/s12883-020-02022-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097432199&doi=10.1186%2fs12883-020-02022-6&partnerID=40&md5=0ba71a4fa7f9d298681b41327a7cb657","Department of Neurology, the First Affiliated of Guangxi Medial University, Guangxi Zhuang Autonomous Region, Nanning, 530021, China","Tang J., Department of Neurology, the First Affiliated of Guangxi Medial University, Guangxi Zhuang Autonomous Region, Nanning, 530021, China; Qin C., Department of Neurology, the First Affiliated of Guangxi Medial University, Guangxi Zhuang Autonomous Region, Nanning, 530021, China","C. Qin; Department of Neurology, the First Affiliated of Guangxi Medial University, Guangxi Zhuang Autonomous Region, Nanning, 530021, China; email: mdqc2019@126.com","","BioMed Central Ltd","14712377","","BNMEC","33297974","English","BMC Neurol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85097432199"
"Cao M.; Koneczny I.; Vincent A.","Cao, Michelangelo (57200389161); Koneczny, Inga (35728644000); Vincent, Angela (55853794100)","57200389161; 35728644000; 55853794100","Myasthenia Gravis With Antibodies Against Muscle Specific Kinase: An Update on Clinical Features, Pathophysiology and Treatment","2020","Frontiers in Molecular Neuroscience","13","","159","","","","30","10.3389/fnmol.2020.00159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091033579&doi=10.3389%2ffnmol.2020.00159&partnerID=40&md5=e15f95a6fbdd8d7ce106e694d6b70e4b","Nuffield Department of Clinical Neurosciences, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, United Kingdom; Division of Neuropathology and Neurochemistry, Department of Neurology, Medical University of Vienna, Vienna, Austria","Cao M., Nuffield Department of Clinical Neurosciences, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, United Kingdom; Koneczny I., Division of Neuropathology and Neurochemistry, Department of Neurology, Medical University of Vienna, Vienna, Austria; Vincent A., Nuffield Department of Clinical Neurosciences, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, United Kingdom","A. Vincent; Nuffield Department of Clinical Neurosciences, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, United Kingdom; email: angela.vincent@ndcn.ox.ac.uk","","Frontiers Media S.A.","16625099","","","","English","Front. Mol. Neurosci.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85091033579"
"Das V.; Miller J.H.; Alladi C.G.; Annadurai N.; De Sanctis J.B.; Hrubá L.; Hajdúch M.","Das, Viswanath (55220811900); Miller, John H. (7501593715); Alladi, Charanraj Goud (57193794419); Annadurai, Narendran (57193929819); De Sanctis, Juan Bautista (7004639650); Hrubá, Lenka (58038176200); Hajdúch, Marián (55942123700)","55220811900; 7501593715; 57193794419; 57193929819; 7004639650; 58038176200; 55942123700","Antineoplastics for treating Alzheimer's disease and dementia: Evidence from preclinical and observational studies","2024","Medicinal Research Reviews","44","5","","2078","2111","33","0","10.1002/med.22033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189562523&doi=10.1002%2fmed.22033&partnerID=40&md5=14fee0dc3321127a8299bcb4780a0f09","Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic; Czech Advanced Technologies and Research Institute (CATRIN), Institute of Molecular and Translational Medicine, Palacký University Olomouc, Olomouc, Czech Republic; School of Biological Sciences and Centre for Biodiscovery, Victoria University of Wellington, Wellington, New Zealand","Das V., Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic, Czech Advanced Technologies and Research Institute (CATRIN), Institute of Molecular and Translational Medicine, Palacký University Olomouc, Olomouc, Czech Republic; Miller J.H., School of Biological Sciences and Centre for Biodiscovery, Victoria University of Wellington, Wellington, New Zealand; Alladi C.G., Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic; Annadurai N., Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic; De Sanctis J.B., Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic, Czech Advanced Technologies and Research Institute (CATRIN), Institute of Molecular and Translational Medicine, Palacký University Olomouc, Olomouc, Czech Republic; Hrubá L., Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic, Czech Advanced Technologies and Research Institute (CATRIN), Institute of Molecular and Translational Medicine, Palacký University Olomouc, Olomouc, Czech Republic; Hajdúch M., Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University and University Hospital Olomouc, Olomouc, Czech Republic, Czech Advanced Technologies and Research Institute (CATRIN), Institute of Molecular and Translational Medicine, Palacký University Olomouc, Olomouc, Czech Republic","V. Das; Institute of Molecular and Translational Medicine, Faculty of Medicine and Dentistry, Palacký University, University Hospital Olomouc, Olomouc, Czech Republic; email: viswanath.das@upol.cz","","John Wiley and Sons Inc","01986325","","MRRED","38530106","English","Med. Res. Rev.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189562523"
"Mobasheri L.; Nasirpour M.H.; Masoumi E.; Azarnaminy A.F.; Jafari M.; Esmaeili S.-A.","Mobasheri, Leila (57211397028); Nasirpour, Mohammad Hossein (57222505032); Masoumi, Elham (57441592400); Azarnaminy, Afsaneh Foolady (57414955100); Jafari, Mozhdeh (57414486200); Esmaeili, Seyed-Alireza (57188748201)","57211397028; 57222505032; 57441592400; 57414955100; 57414486200; 57188748201","SARS-CoV-2 triggering autoimmune diseases","2022","Cytokine","154","","155873","","","","60","10.1016/j.cyto.2022.155873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128569567&doi=10.1016%2fj.cyto.2022.155873&partnerID=40&md5=9f0b9499311c998992d27de3705f6882","Department of Pharmacology, Faculty of Medicine, Mashhad University of Medical Sciences, Mashhad, Iran; Department of Medical Genetics, Institute of Medical Biotechnology, National Institute of Genetic Engineering and Biotechnology (NIGEB), Tehran, Iran; Department of Immunology, School of Medicine, Ilam University of Medical Sciences, Ilam, Iran; Student Research Committee, School of Medicine, Ilam University of Medical Sciences, Ilam, Iran; Department of Anesthesiology, Social Security Organization Hospital, Ardabil, Iran; Immunology Research Center, Mashhad University of Medical Sciences, Mashhad, Iran; Immunology Department, Faculty of Medicine, Mashhad University of Medical Sciences, Mashhad, Iran","Mobasheri L., Department of Pharmacology, Faculty of Medicine, Mashhad University of Medical Sciences, Mashhad, Iran; Nasirpour M.H., Department of Medical Genetics, Institute of Medical Biotechnology, National Institute of Genetic Engineering and Biotechnology (NIGEB), Tehran, Iran; Masoumi E., Department of Immunology, School of Medicine, Ilam University of Medical Sciences, Ilam, Iran, Student Research Committee, School of Medicine, Ilam University of Medical Sciences, Ilam, Iran; Azarnaminy A.F., Department of Anesthesiology, Social Security Organization Hospital, Ardabil, Iran; Jafari M., Immunology Research Center, Mashhad University of Medical Sciences, Mashhad, Iran, Immunology Department, Faculty of Medicine, Mashhad University of Medical Sciences, Mashhad, Iran; Esmaeili S.-A., Immunology Research Center, Mashhad University of Medical Sciences, Mashhad, Iran, Immunology Department, Faculty of Medicine, Mashhad University of Medical Sciences, Mashhad, Iran","S.-A. Esmaeili; Immunology Research Center, Mashhad University of Medical Sciences, Mashhad, Iran; email: Esmaeiliar@mums.ac.ir","","Academic Press","10434666","","CYTIE","35461172","English","Cytokine","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85128569567"
"Leon M.; Troscianko E.T.; Woo C.C.","Leon, Michael (7203087782); Troscianko, Emily T. (36009199900); Woo, Cynthia C. (7102600977)","7203087782; 36009199900; 7102600977","Inflammation and olfactory loss are associated with at least 139 medical conditions","2024","Frontiers in Molecular Neuroscience","17","","1455418","","","","0","10.3389/fnmol.2024.1455418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207498959&doi=10.3389%2ffnmol.2024.1455418&partnerID=40&md5=bdb14bf5d4f1bbefb4a3b0fab80801e0","Department of Neurobiology and Behavior, University of California, Irvine, Irvine, CA, United States; Center for the Neurobiology of Learning and Memory, University of California, Irvine, Irvine, CA, United States; Institute for Memory Impairments and Neurological Disorders, University of California, Irvine, Irvine, CA, United States; The Oxford Research Centre in the Humanities, University of Oxford, Oxford, United Kingdom","Leon M., Department of Neurobiology and Behavior, University of California, Irvine, Irvine, CA, United States, Center for the Neurobiology of Learning and Memory, University of California, Irvine, Irvine, CA, United States, Institute for Memory Impairments and Neurological Disorders, University of California, Irvine, Irvine, CA, United States; Troscianko E.T., The Oxford Research Centre in the Humanities, University of Oxford, Oxford, United Kingdom; Woo C.C., Department of Neurobiology and Behavior, University of California, Irvine, Irvine, CA, United States, Center for the Neurobiology of Learning and Memory, University of California, Irvine, Irvine, CA, United States","M. Leon; Department of Neurobiology and Behavior, University of California, Irvine, Irvine, United States; email: mleon@uci.edu","","Frontiers Media SA","16625099","","","","English","Front. Mol. Neurosci.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207498959"
"Peng S.; Tian Y.; Meng L.; Fang R.; Chang W.; Yang Y.; Li S.; Shen Q.; Ni J.; Zhu W.","Peng, Siyang (57739816400); Tian, Yukun (57970647400); Meng, Linghao (58041602300); Fang, Ruiying (58041577800); Chang, Weiqian (57969956000); Yang, Yajing (57970182500); Li, Shaohong (57969956100); Shen, Qiqi (58041602400); Ni, Jinxia (55303256500); Zhu, Wenzeng (57190001028)","57739816400; 57970647400; 58041602300; 58041577800; 57969956000; 57970182500; 57969956100; 58041602400; 55303256500; 57190001028","The safety of COVID-19 vaccines in patients with myasthenia gravis: A scoping review","2022","Frontiers in Immunology","13","","1103020","","","","4","10.3389/fimmu.2022.1103020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145507178&doi=10.3389%2ffimmu.2022.1103020&partnerID=40&md5=7568164edc6a3834b44fc288f84124d5","Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; Department of Acupuncture, Guang’anmen Hospital, Chinese Academy of Traditional Chinese Medicine Ji’nan Hospital (Ji’nan Hospital of Traditional Chinese Medicine), Shandong, China; Department of Traditional Chinese Medicine, Yuyuantan Community Health Center, Beijing, China; Treatment Center of Traditional Chinese Medicine, Beijing Bo’ai Hospital, China Rehabilitation Research Center, Beijing, China; Treatment Center of Traditional Chinese Medicine, School of Rehabilitation, Capital Medical University, Beijing, China; Department of Acupuncture, Dongzhimen Hospital of Beijing University of Traditional Chinese Medicine, Beijing, China","Peng S., Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; Tian Y., Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; Meng L., Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; Fang R., Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; Chang W., Department of Acupuncture, Guang’anmen Hospital, Chinese Academy of Traditional Chinese Medicine Ji’nan Hospital (Ji’nan Hospital of Traditional Chinese Medicine), Shandong, China; Yang Y., Department of Traditional Chinese Medicine, Yuyuantan Community Health Center, Beijing, China; Li S., Treatment Center of Traditional Chinese Medicine, Beijing Bo’ai Hospital, China Rehabilitation Research Center, Beijing, China, Treatment Center of Traditional Chinese Medicine, School of Rehabilitation, Capital Medical University, Beijing, China; Shen Q., Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; Ni J., Department of Acupuncture, Dongzhimen Hospital of Beijing University of Traditional Chinese Medicine, Beijing, China; Zhu W., Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China","W. Zhu; Department of Acupuncture, Guang’anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China; email: zhuwenzeng@gamyy.cn","","Frontiers Media S.A.","16643224","","","36618419","English","Front. Immunol.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85145507178"
